업종명,업소명,소재지(도로명),소재지(지번),소재지전화,업태명
일반음식점,카페여유,"청주시 서원구 서원남로58번길 5-1, 1층 (모충동)",청주시 서원구 모충동 239-9 ,,기타
일반음식점,카페마냐나,"청주시 서원구 내수동로 141, 1-2층 (사창동)",청주시 서원구 사창동 261-11 1-2층 ,,경양식
일반음식점,보리밥집,"청주시 서원구 사직대로265번길 7, 1층 (사직동)",청주시 서원구 사직동 267-12 1층 ,043-266-5298,한식
일반음식점,강적꼬막짬뽕,"청주시 서원구 예체로19번길 8, A동 101,102호 (개신동)","청주시 서원구 개신동 436-7 A동 101,1호",,한식
일반음식점,임페리아,청주시 서원구 봉명로132번길 31 (사창동),청주시 서원구 사창동 134-1 ,,기타
일반음식점,만나고 쪽갈비가,"청주시 서원구 창신로25번길 12, 1층 (사창동)",청주시 서원구 사창동 262-1 1층 ,043-262-2832,한식
일반음식점,두찜 청주분평점,"청주시 서원구 안뜸로12번길 2, 1층 (분평동)",청주시 서원구 분평동 274-2 (1층) ,043-293-6722,한식
일반음식점,야한식당 충대점,"청주시 서원구 1순환로 698, 1층 (사창동)",청주시 서원구 사창동 525 (1층) ,,호프/통닭
일반음식점,놀이터,"청주시 서원구 사운로85번길 12, 2층 (사직동)",청주시 서원구 사직동 265-16 (2층) ,,호프/통닭
일반음식점,종로맥가,"청주시 서원구 원마루로20번길 8-2, 1층 (분평동)",청주시 서원구 분평동 1301 (1층) ,,호프/통닭
일반음식점,통영바닷가,"청주시 서원구 예체로1번길 38, 금강빌딩 A동 1층 (개신동)",청주시 서원구 개신동 1-15 금강빌딩 A동 (1층) ,043-266-2888,한식
일반음식점,아모르,"청주시 서원구 산남로 57, 4층 (산남동)",청주시 서원구 산남동 834 (4층) ,,호프/통닭
일반음식점,명가한우소머리곰탕,"청주시 서원구 안뜸로47번길 5, 1층 (분평동)",청주시 서원구 분평동 252-36 1층 ,,한식
일반음식점,리움,"청주시 서원구 두꺼비로94번길 92, 1층 (산남동)",청주시 서원구 산남동 642 (1층) ,,호프/통닭
일반음식점,평민애술관,"청주시 서원구 내수동로108번길 18, 지하1층 (사창동)",청주시 서원구 사창동 417 외1필지 지하1층 ,043-266-7257,호프/통닭
일반음식점,정통집충북대점,"청주시 서원구 내수동로108번길 18, 1층 (사창동)",청주시 서원구 사창동 417 외1필지 (1층) ,,한식
일반음식점,가나타로심리까페,"청주시 서원구 1순환로 663-1, 2층 (사창동)",청주시 서원구 사창동 257-7 (2층) ,073-273-6677,기타
일반음식점,괴산고추만두,"청주시 서원구 탑골로 25, 1층 (산남동)",청주시 서원구 산남동 1126 (1층) ,,분식
일반음식점,갓성비두마리치킨,"청주시 서원구 구룡산로375번길 79, 1층 (모충동)",청주시 서원구 모충동 124-9 1층 ,,경양식
일반음식점,방일해장국성화점,"청주시 서원구 구룡산로51번길 16, 1층 (성화동)",청주시 서원구 성화동 833 (1층) ,043-234-1014,한식
일반음식점,온아적정,"청주시 서원구 내수동로102번길 50, 2층 (사창동)",청주시 서원구 사창동 386-9 외1필지(2층) ,,호프/통닭
일반음식점,닭발&호프,"청주시 서원구 구룡산로52번가길 7, 1층 (성화동)",청주시 서원구 성화동 902 ,,호프/통닭
일반음식점,가마치통닭개신점,"청주시 서원구 신율로 49, 개신동레몬타워 1층 107호 (개신동)",청주시 서원구 개신동 611 개신동레몬타워 107호,,호프/통닭
일반음식점,남경흑염소전문점,"청주시 서원구 호국로26번길 2, 1층 (사직동)",청주시 서원구 사직동 629-7 (1층) ,043-271-2211,한식
일반음식점,선희네전집,"청주시 서원구 수곡로37번길 16-6, 1층 (수곡동)",청주시 서원구 수곡동 929 (1층) ,,한식
일반음식점,몽이푸드,"청주시 서원구 성봉로 226-19, 1층 (개신동)",청주시 서원구 개신동 266-8 1층 ,043-260-1950,한식
일반음식점,이가네누룽지삼계탕&카페가가,"청주시 서원구 남이면 청남로 885, 2층",청주시 서원구 남이면 부용외천리 488-1 (2층) ,,한식
일반음식점,청담동말자싸롱 산남점,"청주시 서원구 산남로 22, 산남렉슬Ⅱ 1층 110,111,112호 (산남동)","청주시 서원구 산남동 496 산남렉슬Ⅱ 1층 (110,111,112호) ",043-288-9977,호프/통닭
일반음식점,조리미숯불곱창알찜,"청주시 서원구 남들로 39-1, 1층 (모충동)",청주시 서원구 모충동 135-19 1층 ,,한식
일반음식점,짬뽕깡패꼬짬청주점,"청주시 서원구 두꺼비로94번길 18-8, 1층 (산남동)",청주시 서원구 산남동 546 (1층) ,,한식
일반음식점,코끼리손만두 수곡점,청주시 서원구 구룡산로 257 (수곡동),청주시 서원구 수곡동 890 ,,분식
일반음식점,라보(LABO),"청주시 서원구 구룡산로405번길 53, 1층 (모충동)",청주시 서원구 모충동 99-32 1층 ,,경양식
일반음식점,산남방앗간,"청주시 서원구 두꺼비로94번길 12-21, 1층 (산남동)",청주시 서원구 산남동 537 (1층) ,,한식
일반음식점,응급실국물떡볶이청주산남점,"청주시 서원구 산남로 18, 1층 (산남동)",청주시 서원구 산남동 494 1층 ,043-297-0119,분식
일반음식점,국수애,"청주시 서원구 청남로 2078-9, 1층 (수곡동)",청주시 서원구 수곡동 79-19 1층 ,043-284-1237,분식
일반음식점,올바른한끼,"청주시 서원구 1순환로672번길 42, 3층 (사창동)",청주시 서원구 사창동 454 (3층) ,,중국식
일반음식점,양푼이동태김치찌개,"청주시 서원구 남이면 연청로 1379, 1층",청주시 서원구 남이면 부용외천리 847-23 (1층) ,043-262-6088,한식
일반음식점,청주우동,"청주시 서원구 남이면 청남로 1271, 1층",청주시 서원구 남이면 척산리 379-3 1층 ,,분식
일반음식점,몽마르죠,"청주시 서원구 청남로2098번길 4, 1층 (수곡동)",청주시 서원구 수곡동 80-2 1층 ,,호프/통닭
일반음식점,낙원진갈비,"청주시 서원구 용평로113번길 17, 2층 (분평동)",청주시 서원구 분평동 621 (2층) ,043-287-9295,한식
일반음식점,아바이막창순대,"청주시 서원구 사운로 81, 굿모닝빌딩 1층 103호 (사직동)",청주시 서원구 사직동 265-36 굿모닝빌딩 103호,,한식
일반음식점,제이디디키친(JDD kitchen),"청주시 서원구 장구봉로 140, 1층 (개신동)",청주시 서원구 개신동 551 1층 ,043-902-0726,한식
일반음식점,비씨팔백(BC800),"청주시 서원구 구룡산로371번길 75, 1층 (모충동)",청주시 서원구 모충동 127-51 1층 ,,기타
일반음식점,강원도 엄마맛집,"청주시 서원구 사운로68번길 29, 1층 (사직동)",청주시 서원구 사직동 6-76 (1층) ,043-234-0425,한식
일반음식점,홍범이엄마밥줘유&청담푸드,"청주시 서원구 구룡산로337번길 172, 1층 (모충동)",청주시 서원구 모충동 133-69 1층 ,,한식
일반음식점,요기어때!,"청주시 서원구 장전로20번나길 10, 1층 (성화동)",청주시 서원구 성화동 807 (1층) ,,호프/통닭
일반음식점,쌈(성화점),"청주시 서원구 성화로 74, 1층 (성화동)",청주시 서원구 성화동 1008 (1층) ,043-233-4870,한식
일반음식점,일만족발,"청주시 서원구 1순환로 700, 1층 (사창동)",청주시 서원구 사창동 530 1층 ,,한식
일반음식점,남도식당,"청주시 서원구 경신로 31-4, 1층 (개신동)",청주시 서원구 개신동 622 1층 ,043-212-4581,한식
일반음식점,골뱅에스(S),"청주시 서원구 산남로70번길 18, 뉴월드프라자 1층 104호 (산남동)",청주시 서원구 산남동 584 뉴월드프라자 104호,,한식
일반음식점,대동면옥,"청주시 서원구 청남로2005번길 15, 1층 (분평동)",청주시 서원구 분평동 244-9 1층 ,,한식
일반음식점,청옥,"청주시 서원구 예체로 23, 개신동 상원빌딩 102호 (개신동)",청주시 서원구 개신동 436-4 개신동 상원빌딩 102호,,한식
일반음식점,하루,"청주시 서원구 예체로67번길 32, 1층 (사창동)",청주시 서원구 사창동 357-98 (1층) ,,경양식
일반음식점,아이엠(I'm)짜장,"청주시 서원구 사직대로 300, 1층 (사직동)",청주시 서원구 사직동 167-2 (1층) ,,중국식
일반음식점,오즈앙피자청주2호점,"청주시 서원구 모충로124번길 37, 1층 (모충동)",청주시 서원구 모충동 386-24 1층 ,,경양식
일반음식점,청주밥심,"청주시 서원구 창신로25번길 11, 1층 (사창동)",청주시 서원구 사창동 286-19 1층 ,,한식
일반음식점,미스터라멘,"청주시 서원구 산남로62번길 20, 성영빌딩 1층 (산남동)",청주시 서원구 산남동 605 1층 ,,한식
일반음식점,한가로이,"청주시 서원구 구룡산로417번길 65, 1층 (모충동)",청주시 서원구 모충동 89-12 1층 ,,기타
일반음식점,별이네,"청주시 서원구 수곡로58번길 15-8, 1층 (수곡동)",청주시 서원구 수곡동 869 (1층) ,,한식
일반음식점,채셰프파스타,"청주시 서원구 1순환로1063번길 61-54, 라데팡스 101호 (분평동)",청주시 서원구 분평동 1238 101호,,경양식
일반음식점,쟈니벼,"청주시 서원구 모충로117번길 1, 1층 (모충동)",청주시 서원구 모충동 431-24 ,,호프/통닭
일반음식점,불로만 숯불치킨바베큐 수곡모충점,"청주시 서원구 서원남로57번길 12, 지하1층 (모충동)",청주시 서원구 모충동 249-9 지하1층 ,043-291-1020,호프/통닭
일반음식점,밥은먹고댕기냐,"청주시 서원구 산남로62번길 35, 미소시티II 1층 108호 (산남동)",청주시 서원구 산남동 592 미소시티II 1층 108호,,한식
일반음식점,딜리버리킹 청주사창점,"청주시 서원구 사직대로129번길 9-15, 1층 (사창동)",청주시 서원구 사창동 222-21 1층 ,,한식
일반음식점,심플(simple),"청주시 서원구 두꺼비로78번길 5, 주1동 1층 102호 (산남동)",청주시 서원구 산남동 518 주1동 1층 102호 ,,호프/통닭
일반음식점,동대문떡볶이 동떡사창점,"청주시 서원구 내수동로 157, 1층 (사창동)",청주시 서원구 사창동 304-7 1층 ,043-260-4257,분식
일반음식점,서기치킨,"청주시 서원구 내수동로108번길 22, 1층 (사창동)",청주시 서원구 사창동 416 1층 ,,호프/통닭
일반음식점,서기치킨 II,"청주시 서원구 내수동로108번길 22, 2층 (사창동)",청주시 서원구 사창동 416 2층 ,,호프/통닭
일반음식점,커피도리,"청주시 서원구 남이면 대련길 22, 1층",청주시 서원구 남이면 대련리 262-1 1층 ,,경양식
일반음식점,맵도리탕 충북대점,"청주시 서원구 1순환로694번길 12, 1층 (사창동)",청주시 서원구 사창동 496-1 1층 ,,호프/통닭
일반음식점,스퀘어,"청주시 서원구 남이면 2순환로 1712-18, 1층",청주시 서원구 남이면 가마리 118-1 1층 ,,패밀리레스트랑
일반음식점,무심서재,"청주시 서원구 무심서로 509, 2층 (사직동)",청주시 서원구 사직동 236-17 2층 ,,한식
일반음식점,비스트로피자 청주1호점,"청주시 서원구 장구봉로138번길 3, 1층 (개신동)",청주시 서원구 개신동 550 1층 ,043-266-7877,호프/통닭
일반음식점,대청해장국,"청주시 서원구 신화로 42, 1층 109,110호 (성화동)","청주시 서원구 성화동 450 (109,110호) ",,한식
일반음식점,꽃을피자,"청주시 서원구 천수로 20, 1층 (사창동)",청주시 서원구 사창동 188-19 1층 ,,경양식
일반음식점,피자애틱,"청주시 서원구 모충로 163, 1층 (모충동)",청주시 서원구 모충동 551-16 1층 ,,기타
일반음식점,한끼국밥,"청주시 서원구 사직대로144번길 35-2, 1층 (사창동)",청주시 서원구 사창동 286-2 1층 ,,한식
일반음식점,서울은마꽈배기,"청주시 서원구 1순환로1107번길 24, 1층 (분평동)",청주시 서원구 분평동 1372 1층 ,,분식
일반음식점,금용,"청주시 서원구 산미로 146, 1층 106호 (산남동)",청주시 서원구 산남동 1248 1층 106호,043-283-7779,중국식
일반음식점,60계 충북청주분평점,"청주시 서원구 1순환로 1109, 호인리더스빌딩 1층 110호 (분평동)",청주시 서원구 분평동 1368 호인리더스빌딩 110호,043-288-2675,호프/통닭
일반음식점,통불,"청주시 서원구 산남로70번길 14, 하이탑빌딩 1층 102호 (산남동)",청주시 서원구 산남동 585 하이탑빌딩 102호,,한식
일반음식점,배떡수곡분평점,"청주시 서원구 수곡로27번길 26, 1층 (수곡동)",청주시 서원구 수곡동 987 (1층) ,,식육(숯불구이)
일반음식점,돈탑(분평점) 본점,"청주시 서원구 1순환로1063번길 11, 1층층 (분평동)",청주시 서원구 분평동 1425-1 1층 ,043-288-8608,식육(숯불구이)
일반음식점,업텐브로피자,"청주시 서원구 사직대로164번길 48, 1층 (사창동)",청주시 서원구 사창동 357-14 1층 ,,경양식
일반음식점,곤드레밥상,"청주시 서원구 남이면 청남로 1806, 1층",청주시 서원구 남이면 가마리 8-1 1층 ,043-233-2221,한식
일반음식점,붕붕가마솥통닭,"청주시 서원구 남이면 저산척북로 636-7, 1층",청주시 서원구 남이면 척북리 74-3 1층 ,,호프/통닭
일반음식점,논뚜렁추어탕,"청주시 서원구 남이면 척산길 5, 1층",청주시 서원구 남이면 외천리 67-18 1층 ,,한식
일반음식점,피자웨이브(PIZZAWAVE),"청주시 서원구 1순환로674번길 38, 1층 (사창동)",청주시 서원구 사창동 444 1층 ,043-904-4418,식육(숯불구이)
일반음식점,코이요스시,"청주시 서원구 창직로 20, 1층 (사창동)",청주시 서원구 사창동 366-47 1층 ,043-272-0790,일식
일반음식점,효자문식당,"청주시 서원구 모충로 135, 1층 (모충동)",청주시 서원구 모충동 414-6 1층 ,,한식
일반음식점,왕비성,"청주시 서원구 남이면 척산2길 24-17, 1층",청주시 서원구 남이면 척산리 470 1층 ,,중국식
일반음식점,돈뭉치줘유,"청주시 서원구 모충로 43, 1층 (개신동)",청주시 서원구 개신동 439 (1층) ,043-268-3033,한식
일반음식점,청주해물포차 초장집,"청주시 서원구 내수동로114번길 60, 1층 (사창동)",청주시 서원구 사창동 514-6 1층 ,,기타
일반음식점,동백슈퍼,"청주시 서원구 내수동로114번길 54, 1층 (사창동)",청주시 서원구 사창동 514-4 (1층) ,,호프/통닭
일반음식점,송학불고기,"청주시 서원구 원마루로20번길 14, 1층 (분평동)",청주시 서원구 분평동 1288 (1층) ,043-283-3700,식육(숯불구이)
일반음식점,캥코(KANGKO),"청주시 서원구 원흥로80번길 22, 1층 (산남동)",청주시 서원구 산남동 404 (1층) ,,경양식
일반음식점,라떼떼,"청주시 서원구 산남로24번길 3, 리치피아빌딩 1층 104호 (산남동)",청주시 서원구 산남동 498 리치피아빌딩(104호) ,,기타
일반음식점,신(辛)후다닭발분평점,"청주시 서원구 원마루로20번길 13, 1층 (분평동)",청주시 서원구 분평동 1285 (1층) ,073-273-5959,호프/통닭
일반음식점,더(THE)푸드,"청주시 서원구 청남로2116번길 42, 1층 (모충동)",청주시 서원구 모충동 88-1 (1층) ,,한식
일반음식점,김수민초밥,"청주시 서원구 용평로113번길 17, 3층 (분평동)",청주시 서원구 분평동 621 (3층) ,043-292-5948,일식
일반음식점,미사리밀빛초계국수 청주서원점,"청주시 서원구 원흥로64번길 33, 1층 (산남동)",청주시 서원구 산남동 447 1층 ,,기타
일반음식점,주섬제,"청주시 서원구 모충로 67, 1층 (모충동)",청주시 서원구 모충동 498-10 외1필지 (1층) ,,한식
일반음식점,이가네닭강정,"청주시 서원구 남이면 2순환로 1717, 상가동 1층 101호 (청주가마힐데스하임)",청주시 서원구 남이면 가마리 378 청주가마힐데스하임 상가동 101호,,분식
일반음식점,페리카나,"청주시 서원구 장구봉로 130, 1층 (개신동)",청주시 서원구 개신동 544 (1층) ,,호프/통닭
일반음식점,풍미식당,"청주시 서원구 남들로35번길 23, 1층 (모충동)",청주시 서원구 모충동 246-20 (1층) ,,한식
일반음식점,멜니짜,"청주시 서원구 1순환로633번길 10, 1층 (사창동)",청주시 서원구 사창동 185-2 (1층) ,,"외국음식전문점(인도,태국등)"
일반음식점,골목식당,"청주시 서원구 모충로96번길 10, 1층 (모충동)",청주시 서원구 모충동 453-13 1층 ,,한식
일반음식점,올인홀덤,"청주시 서원구 산남로 64, 엔젤변호사빌딩 2층 205호 (산남동)",청주시 서원구 산남동 657 엔젤변호사빌딩 205호,,호프/통닭
일반음식점,날레타이까인피니티,"청주시 서원구 1순환로 698, 지하1층 (사창동)",청주시 서원구 사창동 525 (지하1층) ,,"외국음식전문점(인도,태국등)"
일반음식점,들길따라서,"청주시 서원구 성봉로 213, 1층 (개신동)",청주시 서원구 개신동 581 (1층) ,,한식
일반음식점,맛집연구소,"청주시 서원구 사직대로144번길 42, 대원칸타빌 1층 104(일부)호 (사창동)",청주시 서원구 사창동 285-3 외1필지 상가동 1층 104호(일부) ,,한식
일반음식점,킹덤,"청주시 서원구 1순환로672번길 35, 2층 (사창동)",청주시 서원구 사창동 413 (2층) ,,호프/통닭
일반음식점,탐라포차 충북대점,"청주시 서원구 1순환로704번길 63, 1층 (사창동)",청주시 서원구 사창동 474-2 (1층) ,,경양식
일반음식점,"해오름칼국수,국밥","청주시 서원구 구룡산로 292, 주거복지(상가)동 1층 107호 (수곡동, 산남주공2단지아파트)",청주시 서원구 수곡동 335 산남주공2단지아파트 주거복지(상가)동 107호,,한식
일반음식점,그집만두,"청주시 서원구 장전로 28, 1층 (성화동)",청주시 서원구 성화동 779 1층 ,,한식
일반음식점,해늘두부,"청주시 서원구 경신로 32-15, 1층 (개신동)",청주시 서원구 개신동 630 (1층) ,043-235-8892,한식
일반음식점,디앤디(D&D),"청주시 서원구 내수동로114번길 60, 1층 (사창동)",청주시 서원구 사창동 514-6 1층 ,,기타
일반음식점,술고래,"청주시 서원구 장전로20번나길 4, 1층 (성화동)",청주시 서원구 성화동 809 (1층) ,043-233-5467,호프/통닭
일반음식점,황떡볶이,"청주시 서원구 구룡산로52번나길 23, 1층 (성화동)",청주시 서원구 성화동 904 1층(103호) ,,분식
일반음식점,루체,"청주시 서원구 남이면 남이외천길 13-10, 1,2층","청주시 서원구 남이면 외천리 215-1 외 1필지 1,2층 ",,기타
일반음식점,배달킹안춘배개신점,"청주시 서원구 복대로17번길 7-10, 라임스토리2 1층 102호 (개신동)",청주시 서원구 개신동 706 라임스토리2 102호,,한식
일반음식점,성화회수산,"청주시 서원구 장전로6번가길 17, 1층 (성화동)",청주시 서원구 성화동 743 1층 ,043-233-7006,횟집
일반음식점,그레이커피야,"청주시 서원구 1순환로622번길 3, 1층 (사창동)",청주시 서원구 사창동 131-16 1층 ,,한식
일반음식점,더(The)푸드샵,"청주시 서원구 매봉로76번길 55, 1층 (수곡동)",청주시 서원구 수곡동 201-49 1층 ,043-902-0818,한식
일반음식점,해밀정육식당,"청주시 서원구 수곡로27번길 40, 1층 (수곡동)",청주시 서원구 수곡동 920 1층 ,,식육(숯불구이)
일반음식점,뽕뜨락피자 가경점,"청주시 서원구 성화로 86, 1층 (성화동)",청주시 서원구 성화동 998 1층 ,043-231-1082,기타
일반음식점,바보아저씨,"청주시 서원구 궁뜰로67번길 42, 1층 (분평동)",청주시 서원구 분평동 865-2 1층 ,,한식
일반음식점,와봐 돼질래,"청주시 서원구 구룡산로326번길 31, 1층 (수곡동)",청주시 서원구 수곡동 173-5 1층 ,,식육(숯불구이)
일반음식점,파이널나인(산남점),"청주시 서원구 산남로70번길 3, 산남메디프라자 2층 203호 (산남동)",청주시 서원구 산남동 660 산남메디프라자 2층 203호,,호프/통닭
일반음식점,일미식당,"청주시 서원구 사직대로 292, 1층 (사직동)",청주시 서원구 사직동 170-29 1층 ,,한식
일반음식점,맛두,"청주시 서원구 성화로69번길 16-1, 1층 (죽림동)",청주시 서원구 죽림동 391 1층 ,,기타
일반음식점,엄마전집삼겹살,"청주시 서원구 매봉로12번길 41, 1층 (분평동)",청주시 서원구 분평동 294-9 1층 ,043-287-3337,식육(숯불구이)
일반음식점,신통치킨수곡점,"청주시 서원구 수곡로37번길 2, 1층 (수곡동)",청주시 서원구 수곡동 915 1층 ,,호프/통닭
일반음식점,일미진칼국수,"청주시 서원구 산남로 36, 1층 (산남동)",청주시 서원구 산남동 501 1층 ,,한식
일반음식점,푸라닭청주성화점,"청주시 서원구 장전로20번가길 2, 1층 (성화동)",청주시 서원구 성화동 820 1층 ,,호프/통닭
일반음식점,일심장어,"청주시 서원구 1순환로 1130-1, 나동 1층 (분평동)",청주시 서원구 분평동 568 나동 (1층) ,043-288-0519,한식
일반음식점,가마치통닭분평점,"청주시 서원구 분평로 20, 분평주공7단지아파트 상가동 1층 101호 (분평동)",청주시 서원구 분평동 1386-2 분평주공7단지아파트 상가동 1층 101호,,호프/통닭
일반음식점,치킨포차,"청주시 서원구 수곡로68번길 8-2, 1층 (수곡동)",청주시 서원구 수곡동 857 1층 ,,호프/통닭
일반음식점,노랑통닭수곡점,"청주시 서원구 구룡산로 246, 1층 (수곡동)",청주시 서원구 수곡동 908 (1층) ,043-288-8258,호프/통닭
일반음식점,진칼국수보쌈,"청주시 서원구 신화로36번길 33, 1층 105호 (성화동)",청주시 서원구 성화동 454 1층 105호,043-237-7767,기타
일반음식점,창고푸드,"청주시 서원구 창신로25번길 15, 1층 (사창동)",청주시 서원구 사창동 286-6 1층 ,043-265-9295,한식
일반음식점,전설의 곱창,"청주시 서원구 1순환로614번길 31, 1층 (사창동)",청주시 서원구 사창동 130-1 1층 ,043-715-9192,한식
일반음식점,천미마라탕훠궈,"청주시 서원구 1순환로 663, 2층 (사창동)",청주시 서원구 사창동 257-6 2층 ,043-262-1528,중국식
일반음식점,처갓집양념치킨 성화점,"청주시 서원구 신화로 39, 1층 (성화동)",청주시 서원구 성화동 441 1층 ,,호프/통닭
일반음식점,푸라닭 청주충북대점,"청주시 서원구 1순환로 688, 주성빌딩 1층 (사창동)",청주시 서원구 사창동 492-6 주성빌딩 1층 ,,호프/통닭
일반음식점,두찜 청주사창점,"청주시 서원구 예체로 79, 1층 (사창동)",청주시 서원구 사창동 290-75 1층 ,043-276-0603,기타
일반음식점,죽림전집,"청주시 서원구 성화로 75, 1층 (죽림동)",청주시 서원구 죽림동 356 (1층) ,043-269-3485,한식
일반음식점,청주닭갈비&닭떡볶이,"청주시 서원구 신율로 72, 1층 (개신동)",청주시 서원구 개신동 510 (1층) ,,한식
일반음식점,위(WE)대한밥상,"청주시 서원구 구룡산로371번길 118, 1층 (모충동)",청주시 서원구 모충동 125-26 1층 ,,한식
일반음식점,이우철한방누룽지삼계탕 법원점,"청주시 서원구 산미로 64, 1층 (미평동)",청주시 서원구 미평동 196-17 1층 ,043-284-6300,한식
일반음식점,빌리브미트백정최씨,"청주시 서원구 남이면 청남로 1827-33, 1층",청주시 서원구 남이면 가마리 393 (1층) ,,식육(숯불구이)
일반음식점,취팔선객잔,"청주시 서원구 1순환로 1029, 1. 2층 (분평동)","청주시 서원구 분평동 328-7 1, 2층 ",043-298-4798,중국식
일반음식점,대삼파티,"청주시 서원구 구룡산로371번길 123, 1층 (모충동)",청주시 서원구 모충동 130-12 1층 ,,식육(숯불구이)
일반음식점,포근한밥상,"청주시 서원구 원흥로100번길 37, 1층 (산남동)",청주시 서원구 산남동 379 1층 ,,기타
일반음식점,화난불닭성화점,"청주시 서원구 신화로 42, 새마을금고 107호 (성화동)",청주시 서원구 성화동 450 새마을금고 107호,043-234-9258,기타
일반음식점,씨네드마제,"청주시 서원구 1순환로 682, MAZE 508 1층 103호 (사창동)","청주시 서원구 사창동 488 MAZE 508, 1층 103호",043-271-9101,기타
일반음식점,처갓집양념치킨 사창점,"청주시 서원구 창직로 17-1, 1층 (사창동)",청주시 서원구 사창동 364-22 1층 ,043-903-5443,호프/통닭
일반음식점,더리플,청주시 서원구 궁뜰로33번길 135 (분평동),청주시 서원구 분평동 209-8 ,,기타
일반음식점,카페안아,"청주시 서원구 1순환로 661-1, 2층 (사창동)",청주시 서원구 사창동 257-2 2층 ,,경양식
일반음식점,미스터쭝 청주점,"청주시 서원구 2순환로 1456, 2층 (죽림동)",청주시 서원구 죽림동 82 2층 ,043-234-5555,한식
일반음식점,뜨란채 순두부,"청주시 서원구 모충로 90, 1층 (모충동)",청주시 서원구 모충동 453-21 1층 ,,한식
일반음식점,볕이들다,"청주시 서원구 산미로 26, 1층 (미평동)",청주시 서원구 미평동 252-2 1층 ,,기타
일반음식점,다찌칸쇼쿠,"청주시 서원구 산남로62번길 35, 미소시티II 107호 (산남동)",청주시 서원구 산남동 592 미소시티II 107호,,일식
일반음식점,바른치킨 성화개신점,"청주시 서원구 복대로 19, 매직타워 110호 (개신동)",청주시 서원구 개신동 696 매직타워 110호,,기타
일반음식점,자담치킨 분평점,"청주시 서원구 청남로 2018, 1층 (분평동)",청주시 서원구 분평동 1219 1층 ,,호프/통닭
일반음식점,하마유통,"청주시 서원구 사직대로 308-8, 1층 (사직동)",청주시 서원구 사직동 123-6 1층 ,,식육(숯불구이)
일반음식점,비에이치씨(bhc)분평점,"청주시 서원구 1순환로1107번길 21, 조은주차빌딩 111,112호 (분평동)","청주시 서원구 분평동 1383 조은주차빌딩, 111,112호 ",043-285-9293,호프/통닭
일반음식점,황고깃집,"청주시 서원구 예체로67번길 64, 1층 (사창동)",청주시 서원구 사창동 357-24 1층 ,,식육(숯불구이)
일반음식점,달빛어시장,"청주시 서원구 수곡로3번길 52, 1층 (수곡동)",청주시 서원구 수곡동 952 1층 ,,횟집
일반음식점,산남동트럭,"청주시 서원구 산남로70번길 26, 1층 106,106-1호 (산남동)","청주시 서원구 산남동 583 1층 106,106-1 ",,기타
일반음식점,능이랑,"청주시 서원구 1순환로1063번길 111-2, 1층 (분평동)",청주시 서원구 분평동 1217 1층 ,043-716-0051,기타
일반음식점,쑝쑝돈까스 청주산남점,"청주시 서원구 산남로70번길 18, 뉴월드프라자 1층 102호 (산남동)",청주시 서원구 산남동 584 뉴월드프라자 102호,043-285-5300,기타
일반음식점,온도1250℃,"청주시 서원구 두꺼비로 35, 1층 (산남동)",청주시 서원구 산남동 988 1층 ,043-292-1088,기타
일반음식점,아메리칸트레이 청주산남점,"청주시 서원구 두꺼비로94번길 12-12, 1층 (산남동)",청주시 서원구 산남동 532 1층 ,043-294-3337,기타
일반음식점,둥이족발,"청주시 서원구 남이면 척산길 3, 2층",청주시 서원구 남이면 외천리 67-3 2층 ,,기타
일반음식점,대박셀프장어,"청주시 서원구 성화로 24, 1층 (성화동)",청주시 서원구 성화동 246 1층 ,043-233-0592,기타
일반음식점,한식주점양파링 충북대점,"청주시 서원구 1순환로674번길 22, 1층 (사창동)",청주시 서원구 사창동 439 1층 ,,기타
일반음식점,미소야 산남점,"청주시 서원구 산남로70번길 3, 산남메디프라자 1층 105호 (산남동)",청주시 서원구 산남동 660 산남메디프라자 1층 105호,,일식
일반음식점,대원생고기,"청주시 서원구 천수로7번길 1, 1층 (사창동)",청주시 서원구 사창동 185-15 1층 ,043-272-8540,식육(숯불구이)
일반음식점,무모한초밥,"청주시 서원구 탑골로37번길 6, 1층 (산남동)",청주시 서원구 산남동 1209 1층 ,,일식
일반음식점,금커피별빙수 충북대점,"청주시 서원구 내수동로114번길 55, 1층 (사창동)",청주시 서원구 사창동 524 1층 ,070-7817-4004,기타
일반음식점,다금손만두집,"청주시 서원구 충렬로48번길 3, 1층 (사직동)",청주시 서원구 사직동 649-75 1층 ,043-267-0045,한식
일반음식점,우리집닭강정,"청주시 서원구 월평로 7, 퓨전빌딩 1층 103호 (분평동)",청주시 서원구 분평동 1224 퓨전빌딩 1층 103호,043-287-6760,기타
일반음식점,꼬시꼬시 세꼬시,"청주시 서원구 사운로5번길 4, 1층 (모충동)",청주시 서원구 모충동 551-5 1층 ,,횟집
일반음식점,쫄면일기,"청주시 서원구 대원로10번길 52, 1층 (사직동)",청주시 서원구 사직동 262-35 1층 ,,분식
일반음식점,호랑이가만든족발(모충점),"청주시 서원구 구룡산로337번길 150, 1층 (모충동)",청주시 서원구 모충동 133-21 1층 ,,기타
일반음식점,마리아,"청주시 서원구 사직대로124번길 7, 2층 (사창동)",청주시 서원구 사창동 259-5 2층 ,,기타
